case_date,case_weekday,case_week_ending,deprivation_lmm,cases,cases_per_100k,cases_mean7,cases_per_100k_mean7
2024-03-30,Saturday,2024-03-31,Mid-range deprivation,124,6.1839,197.7143,9.8601
2024-03-30,Saturday,2024-03-31,Most deprived,87,5.5454,138.8571,8.8508
2024-03-29,Friday,2024-03-31,Least deprived,103,6.8037,173,11.4276
2024-03-29,Friday,2024-03-31,Mid-range deprivation,92,4.5881,198.7143,9.91
2024-03-29,Friday,2024-03-31,Most deprived,57,3.6332,138.5714,8.8325
2024-03-28,Thursday,2024-03-31,Least deprived,144,9.512,181.2857,11.9749
2024-03-28,Thursday,2024-03-31,Mid-range deprivation,191,9.5253,213.7143,10.6581
2024-03-28,Thursday,2024-03-31,Most deprived,138,8.7961,152.1429,9.6976
2024-03-27,Wednesday,2024-03-31,Least deprived,233,15.3909,189.7143,12.5317
2024-03-27,Wednesday,2024-03-31,Mid-range deprivation,240,11.9689,217.8571,10.8647
2024-03-27,Wednesday,2024-03-31,Most deprived,171,10.8995,155.4286,9.907
2024-03-26,Tuesday,2024-03-31,Least deprived,203,13.4093,188,12.4184
2024-03-26,Tuesday,2024-03-31,Mid-range deprivation,231,11.5201,219.5714,10.9502
2024-03-26,Tuesday,2024-03-31,Most deprived,156,9.9434,153,9.7522
2024-03-25,Monday,2024-03-31,Least deprived,227,14.9946,190,12.5505
2024-03-25,Monday,2024-03-31,Mid-range deprivation,320,15.9586,226.4286,11.2921
2024-03-25,Monday,2024-03-31,Most deprived,232,14.7877,156.8571,9.9981
2024-03-24,Sunday,2024-03-24,Least deprived,167,11.0313,193.1429,12.7581
2024-03-24,Sunday,2024-03-24,Mid-range deprivation,186,9.2759,219.2857,10.9359
2024-03-24,Sunday,2024-03-24,Most deprived,131,8.3499,155,9.8797
2024-03-23,Saturday,2024-03-24,Least deprived,134,8.8514,188.7143,12.4656
2024-03-23,Saturday,2024-03-24,Mid-range deprivation,131,6.533,216.8571,10.8148
2024-03-23,Saturday,2024-03-24,Most deprived,85,5.4179,154.4286,9.8433
2024-03-22,Friday,2024-03-24,Least deprived,161,10.6349,191.2857,12.6355
2024-03-22,Friday,2024-03-24,Mid-range deprivation,197,9.8245,219.1429,10.9288
2024-03-22,Friday,2024-03-24,Most deprived,152,9.6885,153.7143,9.7977
2024-03-21,Thursday,2024-03-24,Least deprived,203,13.4093,195.1429,12.8902
2024-03-21,Thursday,2024-03-24,Mid-range deprivation,220,10.9715,223.4286,11.1425
2024-03-21,Thursday,2024-03-24,Most deprived,161,10.2621,153.1429,9.7613
2024-03-20,Wednesday,2024-03-24,Least deprived,221,14.5983,198.7143,13.1262
2024-03-20,Wednesday,2024-03-24,Mid-range deprivation,252,12.5674,227.5714,11.3491
2024-03-20,Wednesday,2024-03-24,Most deprived,154,9.816,157,10.0072
2024-03-19,Tuesday,2024-03-24,Least deprived,217,14.334,200.7143,13.2583
2024-03-19,Tuesday,2024-03-24,Mid-range deprivation,279,13.9139,231.8571,11.5628
2024-03-19,Tuesday,2024-03-24,Most deprived,183,11.6644,165,10.5171
2024-03-18,Monday,2024-03-24,Least deprived,249,16.4478,209.8571,13.8622
2024-03-18,Monday,2024-03-24,Mid-range deprivation,270,13.4651,244.8571,12.2112
2024-03-18,Monday,2024-03-24,Most deprived,219,13.9591,167.7143,10.6901
2024-03-17,Sunday,2024-03-17,Least deprived,136,8.9835,215.8571,14.2585
2024-03-17,Sunday,2024-03-17,Mid-range deprivation,169,8.4281,262.1429,13.0732
2024-03-17,Sunday,2024-03-17,Most deprived,127,8.095,177.8571,11.3366
2024-03-16,Saturday,2024-03-17,Least deprived,152,10.0404,222.4286,14.6926
2024-03-16,Saturday,2024-03-17,Mid-range deprivation,147,7.331,267.4286,13.3368
2024-03-16,Saturday,2024-03-17,Most deprived,80,5.0992,177.1429,11.2911
2024-03-15,Friday,2024-03-17,Least deprived,188,12.4184,225.2857,14.8813
2024-03-15,Friday,2024-03-17,Mid-range deprivation,227,11.3206,271.1429,13.522
2024-03-15,Friday,2024-03-17,Most deprived,148,9.4335,181.8571,11.5916
2024-03-14,Thursday,2024-03-17,Least deprived,228,15.0606,227.2857,15.0135
2024-03-14,Thursday,2024-03-17,Mid-range deprivation,249,12.4178,274.1429,13.6717
2024-03-14,Thursday,2024-03-17,Most deprived,188,11.9831,184.7143,11.7737
2024-03-13,Wednesday,2024-03-17,Least deprived,235,15.523,225.5714,14.9002
2024-03-13,Wednesday,2024-03-17,Mid-range deprivation,282,14.0635,279.4286,13.9353
2024-03-13,Wednesday,2024-03-17,Most deprived,210,13.3854,184.5714,11.7646
2024-03-12,Tuesday,2024-03-17,Least deprived,281,18.5616,225.4286,14.8908
2024-03-12,Tuesday,2024-03-17,Mid-range deprivation,370,18.4521,282.8571,14.1062
2024-03-12,Tuesday,2024-03-17,Most deprived,202,12.8755,181.2857,11.5551
2024-03-11,Monday,2024-03-17,Least deprived,291,19.2221,217,14.334
2024-03-11,Monday,2024-03-17,Mid-range deprivation,391,19.4994,275.8571,13.7572
2024-03-11,Monday,2024-03-17,Most deprived,290,18.4846,179.5714,11.4459
2024-03-10,Sunday,2024-03-10,Least deprived,182,12.0221,216.8571,14.3246
2024-03-10,Sunday,2024-03-10,Mid-range deprivation,206,10.2733,277.7143,13.8498
2024-03-10,Sunday,2024-03-10,Most deprived,122,7.7763,180.2857,11.4914
2024-03-09,Saturday,2024-03-10,Least deprived,172,11.3615,222.4286,14.6926
2024-03-09,Saturday,2024-03-10,Mid-range deprivation,173,8.6276,283,14.1134
2024-03-09,Saturday,2024-03-10,Most deprived,113,7.2026,183.7143,11.7099
2024-03-08,Friday,2024-03-10,Least deprived,202,13.3432,220.8571,14.5888
2024-03-08,Friday,2024-03-10,Mid-range deprivation,248,12.3679,286,14.263
2024-03-08,Friday,2024-03-10,Most deprived,168,10.7083,186.5714,11.8921
2024-03-07,Thursday,2024-03-10,Least deprived,216,14.268,224.4286,14.8247
2024-03-07,Thursday,2024-03-10,Mid-range deprivation,286,14.263,288.5714,14.3912
2024-03-07,Thursday,2024-03-10,Most deprived,187,11.9194,186.5714,11.8921
2024-03-06,Wednesday,2024-03-10,Least deprived,234,15.457,229.5714,15.1644
2024-03-06,Wednesday,2024-03-10,Mid-range deprivation,306,15.2604,288.4286,14.3841
2024-03-06,Wednesday,2024-03-10,Most deprived,187,11.9194,192,12.2381
2024-03-05,Tuesday,2024-03-10,Least deprived,222,14.6643,241.2857,15.9382
2024-03-05,Tuesday,2024-03-10,Mid-range deprivation,321,16.0085,292.1429,14.5693
2024-03-05,Tuesday,2024-03-10,Most deprived,190,12.1106,200.2857,12.7662
2024-03-04,Monday,2024-03-10,Least deprived,290,19.1561,254,16.7781
2024-03-04,Monday,2024-03-10,Mid-range deprivation,404,20.1477,302,15.0609
2024-03-04,Monday,2024-03-10,Most deprived,295,18.8033,209.8571,13.3763
2024-03-03,Sunday,2024-03-03,Least deprived,221,14.5983,260.4286,17.2027
2024-03-03,Sunday,2024-03-03,Mid-range deprivation,243,12.1185,307.1429,15.3174
2024-03-03,Sunday,2024-03-03,Most deprived,146,9.306,214,13.6404
2024-03-02,Saturday,2024-03-03,Least deprived,161,10.6349,264.7143,17.4858
2024-03-02,Saturday,2024-03-03,Mid-range deprivation,194,9.6749,314.4286,15.6807
2024-03-02,Saturday,2024-03-03,Most deprived,133,8.4774,222.8571,14.2049
2024-03-01,Friday,2024-03-03,Least deprived,227,14.9946,269.5714,17.8067
2024-03-01,Friday,2024-03-03,Mid-range deprivation,266,13.2656,324.4286,16.1794
2024-03-01,Friday,2024-03-03,Most deprived,168,10.7083,220.5714,14.0592
2024-02-29,Thursday,2024-03-03,Least deprived,252,16.646,271.2857,17.9199
2024-02-29,Thursday,2024-03-03,Mid-range deprivation,285,14.2131,330,16.4573
2024-02-29,Thursday,2024-03-03,Most deprived,225,14.3415,227.2857,14.4872
2024-02-28,Wednesday,2024-03-03,Least deprived,316,20.8735,273.5714,18.0709
2024-02-28,Wednesday,2024-03-03,Mid-range deprivation,332,16.557,340.2857,16.9702
2024-02-28,Wednesday,2024-03-03,Most deprived,245,15.6163,231,14.7239
2024-02-27,Tuesday,2024-03-03,Least deprived,311,20.5432,274,18.0992
2024-02-27,Tuesday,2024-03-03,Mid-range deprivation,390,19.4495,344.8571,17.1982
2024-02-27,Tuesday,2024-03-03,Most deprived,257,16.3812,234,14.9152
2024-02-26,Monday,2024-03-03,Least deprived,335,22.1286,269.2857,17.7878
2024-02-26,Monday,2024-03-03,Mid-range deprivation,440,21.943,341.2857,17.0201
2024-02-26,Monday,2024-03-03,Most deprived,324,20.6518,239.2857,15.2521
2024-02-25,Sunday,2024-02-25,Least deprived,251,16.5799,269.8571,17.8255
2024-02-25,Sunday,2024-02-25,Mid-range deprivation,294,14.6619,342,17.0557
2024-02-25,Sunday,2024-02-25,Most deprived,208,13.2579,243.8571,15.5434
2024-02-24,Saturday,2024-02-25,Least deprived,195,12.8808,262.1429,17.316
2024-02-24,Saturday,2024-02-25,Mid-range deprivation,264,13.1658,344.7143,17.1911
2024-02-24,Saturday,2024-02-25,Most deprived,117,7.4576,242.5714,15.4615
2024-02-23,Friday,2024-02-25,Least deprived,239,15.7872,260.7143,17.2216
2024-02-23,Friday,2024-02-25,Mid-range deprivation,305,15.2105,339.8571,16.9489
2024-02-23,Friday,2024-02-25,Most deprived,215,13.7041,250.1429,15.9441
2024-02-22,Thursday,2024-02-25,Least deprived,268,17.7029,263.7143,17.4198
2024-02-22,Thursday,2024-02-25,Mid-range deprivation,357,17.8038,342.7143,17.0914
2024-02-22,Thursday,2024-02-25,Most deprived,251,15.9987,251.8571,16.0534
2024-02-21,Wednesday,2024-02-25,Least deprived,319,21.0717,265.2857,17.5236
2024-02-21,Wednesday,2024-02-25,Mid-range deprivation,364,18.1529,346.7143,17.2908
2024-02-21,Wednesday,2024-02-25,Most deprived,266,16.9548,253,16.1262
2024-02-20,Tuesday,2024-02-25,Least deprived,278,18.3634,263.4286,17.4009
2024-02-20,Tuesday,2024-02-25,Mid-range deprivation,365,18.2028,352.8571,17.5972
2024-02-20,Tuesday,2024-02-25,Most deprived,294,18.7396,251,15.9987
2024-02-19,Monday,2024-02-25,Least deprived,339,22.3928,266.4286,17.5991
2024-02-19,Monday,2024-02-25,Mid-range deprivation,445,22.1924,349.7143,17.4404
2024-02-19,Monday,2024-02-25,Most deprived,356,22.6914,258.2857,16.4631
2024-02-18,Sunday,2024-02-18,Least deprived,197,13.0129,272.4286,17.9954
2024-02-18,Sunday,2024-02-18,Mid-range deprivation,313,15.6095,350.7143,17.4903
2024-02-18,Sunday,2024-02-18,Most deprived,199,12.6843,263.5714,16.8
2024-02-17,Saturday,2024-02-18,Least deprived,185,12.2203,273.4286,18.0614
2024-02-17,Saturday,2024-02-18,Mid-range deprivation,230,11.4702,342.5714,17.0842
2024-02-17,Saturday,2024-02-18,Most deprived,170,10.8358,259.2857,16.5269
2024-02-16,Friday,2024-02-18,Least deprived,260,17.1744,271.1429,17.9105
2024-02-16,Friday,2024-02-18,Mid-range deprivation,325,16.2079,346.4286,17.2766
2024-02-16,Friday,2024-02-18,Most deprived,227,14.469,258.5714,16.4813
2024-02-15,Thursday,2024-02-18,Least deprived,279,18.4295,270,17.835
2024-02-15,Thursday,2024-02-18,Mid-range deprivation,385,19.2002,348.8571,17.3977
2024-02-15,Thursday,2024-02-18,Most deprived,259,16.5087,268.4286,17.1096
2024-02-14,Wednesday,2024-02-18,Least deprived,306,20.213,263.7143,17.4198
2024-02-14,Wednesday,2024-02-18,Mid-range deprivation,407,20.2973,343.1429,17.1127
2024-02-14,Wednesday,2024-02-18,Most deprived,252,16.0625,269.2857,17.1643
2024-02-13,Tuesday,2024-02-18,Least deprived,299,19.7506,266.8571,17.6274
2024-02-13,Tuesday,2024-02-18,Mid-range deprivation,343,17.1056,349.1429,17.412
2024-02-13,Tuesday,2024-02-18,Most deprived,345,21.9903,289.2857,18.4391
2024-02-12,Monday,2024-02-18,Least deprived,381,25.1671,252.8571,16.7026
2024-02-12,Monday,2024-02-18,Mid-range deprivation,452,22.5415,344.1429,17.1626
2024-02-12,Monday,2024-02-18,Most deprived,393,25.0498,266.1429,16.9639
2024-02-11,Sunday,2024-02-11,Least deprived,204,13.4753,242.7143,16.0326
2024-02-11,Sunday,2024-02-11,Mid-range deprivation,256,12.7669,334.1429,16.6639
2024-02-11,Sunday,2024-02-11,Most deprived,169,10.7721,248.8571,15.8621
2024-02-10,Saturday,2024-02-11,Least deprived,169,11.1634,242.8571,16.042
2024-02-10,Saturday,2024-02-11,Mid-range deprivation,257,12.8167,332,16.557
2024-02-10,Saturday,2024-02-11,Most deprived,165,10.5171,249.1429,15.8804
2024-02-09,Friday,2024-02-11,Least deprived,252,16.646,243.2857,16.0703
2024-02-09,Friday,2024-02-11,Mid-range deprivation,342,17.0557,323.5714,16.1367
2024-02-09,Friday,2024-02-11,Most deprived,296,18.867,246.8571,15.7347
2024-02-08,Thursday,2024-02-11,Least deprived,235,15.523,240,15.8533
2024-02-08,Thursday,2024-02-11,Mid-range deprivation,345,17.2053,320.5714,15.9871
2024-02-08,Thursday,2024-02-11,Most deprived,265,16.8911,233.5714,14.8878
2024-02-07,Wednesday,2024-02-11,Least deprived,328,21.6662,238.7143,15.7684
2024-02-07,Wednesday,2024-02-11,Mid-range deprivation,449,22.3919,318,15.8588
2024-02-07,Wednesday,2024-02-11,Most deprived,392,24.9861,231.2857,14.7421
2024-02-06,Tuesday,2024-02-11,Least deprived,201,13.2771,233,15.3909
2024-02-06,Tuesday,2024-02-11,Mid-range deprivation,308,15.3601,303.5714,15.1393
2024-02-06,Tuesday,2024-02-11,Most deprived,183,11.6644,208.2857,13.2761
2024-02-05,Monday,2024-02-11,Least deprived,310,20.4772,251.1429,16.5894
2024-02-05,Monday,2024-02-11,Mid-range deprivation,382,19.0506,314.1429,15.6665
2024-02-05,Monday,2024-02-11,Most deprived,272,17.3373,227.5714,14.5054
2024-02-04,Sunday,2024-02-04,Least deprived,205,13.5414,245.2857,16.2025
2024-02-04,Sunday,2024-02-04,Mid-range deprivation,241,12.0188,311.7143,15.5454
2024-02-04,Sunday,2024-02-04,Most deprived,171,10.8995,225.2857,14.3597
2024-02-03,Saturday,2024-02-04,Least deprived,172,11.3615,244.4286,16.1458
2024-02-03,Saturday,2024-02-04,Mid-range deprivation,198,9.8744,312.5714,15.5881
2024-02-03,Saturday,2024-02-04,Most deprived,149,9.4973,223.7143,14.2595
2024-02-02,Friday,2024-02-04,Least deprived,229,15.1267,246.2857,16.2685
2024-02-02,Friday,2024-02-04,Mid-range deprivation,321,16.0085,318.4286,15.8802
2024-02-02,Friday,2024-02-04,Most deprived,203,12.9392,220.7143,14.0683
2024-02-01,Thursday,2024-02-04,Least deprived,226,14.9285,247.4286,16.344
2024-02-01,Thursday,2024-02-04,Mid-range deprivation,327,16.3077,315.8571,15.752
2024-02-01,Thursday,2024-02-04,Most deprived,249,15.8713,219.7143,14.0046
2024-01-31,Wednesday,2024-02-04,Least deprived,288,19.024,252.5714,16.6837
2024-01-31,Wednesday,2024-02-04,Mid-range deprivation,348,17.355,318.4286,15.8802
2024-01-31,Wednesday,2024-02-04,Most deprived,231,14.7239,215.5714,13.7405
2024-01-30,Tuesday,2024-02-04,Least deprived,328,21.6662,246.7143,16.2968
2024-01-30,Tuesday,2024-02-04,Mid-range deprivation,382,19.0506,315,15.7092
2024-01-30,Tuesday,2024-02-04,Most deprived,318,20.2693,221.1429,14.0956
2024-01-29,Monday,2024-02-04,Least deprived,269,17.7689,244.4286,16.1458
2024-01-29,Monday,2024-02-04,Mid-range deprivation,365,18.2028,315.2857,15.7235
2024-01-29,Monday,2024-02-04,Most deprived,256,16.3174,222.2857,14.1685
2024-01-28,Sunday,2024-01-28,Least deprived,199,13.145,250.2857,16.5327
2024-01-28,Sunday,2024-01-28,Mid-range deprivation,247,12.318,326,16.2578
2024-01-28,Sunday,2024-01-28,Most deprived,160,10.1984,237.2857,15.1246
2024-01-27,Saturday,2024-01-28,Least deprived,185,12.2203,258.7143,17.0895
2024-01-27,Saturday,2024-01-28,Mid-range deprivation,239,11.9191,332.5714,16.5855
2024-01-27,Saturday,2024-01-28,Most deprived,128,8.1587,244.4286,15.5799
2024-01-26,Friday,2024-01-28,Least deprived,237,15.6551,260.1429,17.1838
2024-01-26,Friday,2024-01-28,Mid-range deprivation,303,15.1108,333.1429,16.614
2024-01-26,Friday,2024-01-28,Most deprived,196,12.493,248.2857,15.8257
2024-01-25,Thursday,2024-01-28,Least deprived,262,17.3065,266.2857,17.5896
2024-01-25,Thursday,2024-01-28,Mid-range deprivation,345,17.2053,337.8571,16.8491
2024-01-25,Thursday,2024-01-28,Most deprived,220,14.0228,253.2857,16.1444
2024-01-24,Wednesday,2024-01-28,Least deprived,247,16.3157,267,17.6368
2024-01-24,Wednesday,2024-01-28,Mid-range deprivation,324,16.1581,341.2857,17.0201
2024-01-24,Wednesday,2024-01-28,Most deprived,270,17.2098,260.5714,16.6088
2024-01-23,Tuesday,2024-01-28,Least deprived,312,20.6093,275.1429,18.1747
2024-01-23,Tuesday,2024-01-28,Mid-range deprivation,384,19.1503,354.1429,17.6613
2024-01-23,Tuesday,2024-01-28,Most deprived,326,20.7792,267.7143,17.0641
2024-01-22,Monday,2024-01-28,Least deprived,310,20.4772,282.1429,18.6371
2024-01-22,Monday,2024-01-28,Mid-range deprivation,440,21.943,372.1429,18.559
2024-01-22,Monday,2024-01-28,Most deprived,361,23.0101,271.2857,17.2917
2024-01-21,Sunday,2024-01-21,Least deprived,258,17.0423,305.8571,20.2035
2024-01-21,Sunday,2024-01-21,Mid-range deprivation,293,14.6121,394.7143,19.6846
2024-01-21,Sunday,2024-01-21,Most deprived,210,13.3854,278.8571,17.7743
2024-01-20,Saturday,2024-01-21,Least deprived,195,12.8808,308.4286,20.3734
2024-01-20,Saturday,2024-01-21,Mid-range deprivation,243,12.1185,396.5714,19.7772
2024-01-20,Saturday,2024-01-21,Most deprived,155,9.8797,278.1429,17.7288
2024-01-19,Friday,2024-01-21,Least deprived,280,18.4955,310.7143,20.5244
2024-01-19,Friday,2024-01-21,Mid-range deprivation,336,16.7565,403.7143,20.1335
2024-01-19,Friday,2024-01-21,Most deprived,231,14.7239,282.8571,18.0293
2024-01-18,Thursday,2024-01-21,Least deprived,267,17.6368,322.4286,21.2982
2024-01-18,Thursday,2024-01-21,Mid-range deprivation,369,18.4022,414,20.6464
2024-01-18,Thursday,2024-01-21,Most deprived,271,17.2735,286.4286,18.257
2024-01-17,Wednesday,2024-01-21,Least deprived,304,20.0809,333.5714,22.0342
2024-01-17,Wednesday,2024-01-21,Mid-range deprivation,414,20.6464,422.4286,21.0667
2024-01-17,Wednesday,2024-01-21,Most deprived,320,20.3968,297.1429,18.9399
2024-01-16,Tuesday,2024-01-21,Least deprived,361,23.846,350.8571,23.176
2024-01-16,Tuesday,2024-01-21,Mid-range deprivation,510,25.434,439.1429,21.9003
2024-01-16,Tuesday,2024-01-21,Most deprived,351,22.3727,305.1429,19.4498
2024-01-15,Monday,2024-01-21,Least deprived,476,31.4424,372.1429,24.5821
2024-01-15,Monday,2024-01-21,Mid-range deprivation,598,29.8226,448,22.342
2024-01-15,Monday,2024-01-21,Most deprived,414,26.3884,311.1429,19.8322
2024-01-14,Sunday,2024-01-14,Least deprived,276,18.2313,370.8571,24.4971
2024-01-14,Sunday,2024-01-14,Mid-range deprivation,306,15.2604,448.2857,22.3563
2024-01-14,Sunday,2024-01-14,Most deprived,205,13.0667,310.7143,19.8049
2024-01-13,Saturday,2024-01-14,Least deprived,211,13.9377,376.4286,24.8652
2024-01-13,Saturday,2024-01-14,Mid-range deprivation,293,14.6121,455,22.6911
2024-01-13,Saturday,2024-01-14,Most deprived,188,11.9831,312.4286,19.9142
2024-01-12,Friday,2024-01-14,Least deprived,362,23.9121,387.1429,25.5729
2024-01-12,Friday,2024-01-14,Mid-range deprivation,408,20.3472,460.7143,22.9761
2024-01-12,Friday,2024-01-14,Most deprived,256,16.3174,314.7143,20.0599
2024-01-11,Thursday,2024-01-14,Least deprived,345,22.7891,380.5714,25.1388
2024-01-11,Thursday,2024-01-14,Mid-range deprivation,428,21.3446,459,22.8906
2024-01-11,Thursday,2024-01-14,Most deprived,346,22.054,315.1429,20.0872
2024-01-10,Wednesday,2024-01-14,Least deprived,425,28.0736,380,25.1011
2024-01-10,Wednesday,2024-01-14,Mid-range deprivation,531,26.4813,460.8571,22.9832
2024-01-10,Wednesday,2024-01-14,Most deprived,376,23.9662,308,19.6319
2024-01-09,Tuesday,2024-01-14,Least deprived,510,33.6883,372.2857,24.5915
2024-01-09,Tuesday,2024-01-14,Mid-range deprivation,572,28.526,458.4286,22.8621
2024-01-09,Tuesday,2024-01-14,Most deprived,393,25.0498,309.1429,19.7048
2024-01-08,Monday,2024-01-14,Least deprived,467,30.8479,334.7143,22.1097
2024-01-08,Monday,2024-01-14,Mid-range deprivation,600,29.9223,423.7143,21.1309
2024-01-08,Monday,2024-01-14,Most deprived,411,26.1971,282.2857,17.9929
2024-01-07,Sunday,2024-01-07,Least deprived,315,20.8075,302.5714,19.9865
2024-01-07,Sunday,2024-01-07,Mid-range deprivation,353,17.6043,374.5714,18.6801
2024-01-07,Sunday,2024-01-07,Most deprived,217,13.8316,245.2857,15.6345
2024-01-06,Saturday,2024-01-07,Least deprived,286,18.8919,286.4286,18.9202
2024-01-06,Saturday,2024-01-07,Mid-range deprivation,333,16.6069,364.2857,18.1671
2024-01-06,Saturday,2024-01-07,Most deprived,204,13.003,236,15.0426
2024-01-05,Friday,2024-01-07,Least deprived,316,20.8735,275.4286,18.1936
2024-01-05,Friday,2024-01-07,Mid-range deprivation,396,19.7487,362.7143,18.0888
2024-01-05,Friday,2024-01-07,Most deprived,259,16.5087,235.5714,15.0153
2024-01-04,Thursday,2024-01-07,Least deprived,341,22.5249,283.8571,18.7503
2024-01-04,Thursday,2024-01-07,Mid-range deprivation,441,21.9929,370,18.4521
2024-01-04,Thursday,2024-01-07,Most deprived,296,18.867,243.1429,15.4979
2024-01-03,Wednesday,2024-01-07,Least deprived,371,24.5066,282.1429,18.6371
2024-01-03,Wednesday,2024-01-07,Mid-range deprivation,514,25.6335,373.2857,18.616
2024-01-03,Wednesday,2024-01-07,Most deprived,384,24.4762,243.8571,15.5434
2024-01-02,Tuesday,2024-01-07,Least deprived,247,16.3157,280.1429,18.505
2024-01-02,Tuesday,2024-01-07,Mid-range deprivation,329,16.4074,370.5714,18.4806
2024-01-02,Tuesday,2024-01-07,Most deprived,205,13.0667,239,15.2339
2024-01-01,Monday,2024-01-07,Least deprived,242,15.9854,280.1429,18.505
2024-01-01,Monday,2024-01-07,Mid-range deprivation,256,12.7669,375.1429,18.7086
2024-01-01,Monday,2024-01-07,Most deprived,152,9.6885,238.5714,15.2065
2023-12-31,Sunday,2023-12-31,Least deprived,202,13.3432,272.7143,18.0143
2023-12-31,Sunday,2023-12-31,Mid-range deprivation,281,14.0136,371.5714,18.5305
2023-12-31,Sunday,2023-12-31,Most deprived,152,9.6885,235.8571,15.0335
2023-12-30,Saturday,2023-12-31,Least deprived,209,13.8056,282.7143,18.6748
2023-12-30,Saturday,2023-12-31,Mid-range deprivation,322,16.0583,375.1429,18.7086
2023-12-30,Saturday,2023-12-31,Most deprived,201,12.8117,237.1429,15.1155
2023-12-29,Friday,2023-12-31,Least deprived,375,24.7708,291.4286,19.2504
2023-12-29,Friday,2023-12-31,Mid-range deprivation,447,22.2921,384.2857,19.1645
2023-12-29,Friday,2023-12-31,Most deprived,312,19.8869,237.7143,15.1519
2023-12-28,Thursday,2023-12-31,Least deprived,329,21.7322,285.8571,18.8824
2023-12-28,Thursday,2023-12-31,Mid-range deprivation,464,23.1399,385.1429,19.2073
2023-12-28,Thursday,2023-12-31,Most deprived,301,19.1857,228.8571,14.5874
2023-12-27,Wednesday,2023-12-31,Least deprived,357,23.5818,286.8571,18.9485
