Area_Code,European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Total stated,Not Elsewhere Included, Total
7009321,171,15,0,27,0,6,3,3,198,0,198
7009322,117,3,6,45,3,3,0,3,165,0,165
7009323,102,6,3,18,0,3,3,0,129,0,129
7009324,132,12,0,27,3,0,0,0,156,0,156
7009325,102,9,0,24,9,3,0,3,132,0,132
7009326,75,9,0,54,0,0,0,0,129,0,129
7009327,78,6,6,45,0,0,0,0,123,0,123
7009328,90,3,3,75,0,3,0,0,162,0,162
7009329,135,3,0,168,6,3,3,0,297,0,297
7009330,90,9,9,30,3,0,0,0,129,0,129
7009331,129,0,0,63,3,3,3,3,195,0,195
7009332,81,6,0,90,0,0,0,0,168,0,168
7009333,69,3,9,129,0,3,3,0,210,0,210
7009334,111,9,0,51,6,0,0,0,168,0,168
7009335,147,15,6,201,3,0,0,0,351,0,351
7009336,78,0,6,99,0,3,0,3,183,0,183
7009337,12,3,0,12,0,0,C,C,27,0,27
7009338,117,3,12,15,3,3,0,3,144,0,144
7009339,171,9,15,18,0,0,0,0,195,0,195
7009340,105,15,0,27,0,0,0,0,132,0,132
7009341,108,0,3,24,0,0,0,0,135,0,135
7009342,66,3,3,33,3,0,0,0,105,0,105
7009343,111,0,0,21,6,0,0,0,141,0,141
7009344,111,18,0,21,3,0,0,0,147,0,147
7009345,111,12,0,12,0,0,0,0,126,0,126
7009346,144,3,6,180,0,6,6,0,321,0,321
7009347,177,21,6,3,3,0,0,0,192,0,192
7009348,111,6,3,6,0,0,0,0,120,0,120
7009349,132,9,3,6,0,6,6,0,135,0,135
7009350,159,12,12,27,3,6,6,0,195,0,195
7009351,150,9,0,3,0,0,0,0,156,0,156
7009352,210,15,6,12,3,3,0,3,231,0,231
7009353,138,12,3,6,0,0,0,0,144,0,144
7009354,201,21,0,0,0,3,3,0,207,0,207
7009355,123,3,3,9,3,0,0,0,135,0,135
7009356,105,18,6,0,0,0,0,0,105,0,105
7009357,255,21,3,9,3,0,0,0,264,0,264
7009358,54,0,0,0,0,3,3,0,57,0,57
7009359,141,27,12,9,0,3,3,0,156,0,156
7009360,162,9,3,3,0,0,0,0,177,0,177
7009361,165,30,3,9,0,6,6,0,192,0,192
7009362,129,9,0,6,3,3,3,0,144,0,144
7009363,150,21,6,6,0,3,3,0,162,0,162
7009364,75,12,3,3,0,3,0,0,78,0,78
7009365,99,12,3,0,0,0,0,0,102,0,102
7009366,201,21,9,6,0,6,3,0,228,0,228
7009367,186,36,0,3,0,3,3,0,201,0,201
7009368,117,21,9,3,0,3,3,0,132,0,132
7009369,243,15,3,12,0,0,0,0,264,0,264
7009370,87,6,9,0,0,0,0,0,96,0,96
7009371,117,18,3,6,0,6,6,0,129,0,129
7009372,120,72,6,21,0,3,3,0,195,0,195
7009373,213,15,6,15,0,0,0,0,231,0,231
7009374,150,24,6,3,3,3,3,0,165,0,165
7009375,81,12,6,3,0,3,3,0,93,0,93
7009376,210,117,48,9,6,6,3,3,321,0,321
7009377,108,54,9,18,0,3,3,0,159,0,159
7009378,204,12,3,12,0,3,3,0,222,0,222
7009379,90,6,3,9,0,3,3,0,99,0,99
7009380,87,12,3,27,3,0,0,0,114,0,114
7009381,159,6,9,27,0,0,0,0,183,0,183
7009382,219,33,6,9,0,9,6,0,243,0,243
7009383,27,21,42,111,0,0,3,0,174,0,174
7009384,39,42,93,60,9,3,0,3,210,0,210
7009385,24,21,33,117,3,3,3,0,174,0,174
7009386,3,30,60,75,0,0,0,0,156,0,156
7009387,39,51,60,72,0,0,0,0,180,0,180
7009388,27,30,75,60,6,6,0,6,168,0,168
7009389,51,24,102,63,3,3,3,0,213,0,213
7009390,24,21,69,90,0,0,0,0,177,0,177
7009391,21,45,102,39,0,3,3,0,174,0,174
7009392,36,33,45,99,0,3,3,3,183,0,183
7009393,27,42,147,93,0,0,0,0,279,0,279
7009394,60,33,63,99,6,0,0,0,216,0,216
7009395,27,27,84,48,0,0,0,0,153,0,153
7009396,33,30,39,75,0,0,0,0,159,0,159
7009397,51,27,36,114,3,0,0,0,210,0,210
7009398,39,24,45,78,0,0,0,0,159,0,159
7009399,36,30,42,93,3,0,0,0,171,0,171
7009400,48,9,36,117,3,0,0,0,192,0,192
7009401,51,30,72,57,3,0,0,0,171,0,171
7009402,27,18,57,111,3,3,3,0,192,0,192
7009403,39,45,63,111,3,0,0,0,228,0,228
7009404,36,33,42,90,0,3,3,0,165,0,165
7009405,12,15,42,51,0,3,3,0,105,0,105
7009406,33,33,78,117,3,6,6,0,234,0,234
7009407,39,18,54,111,3,9,3,6,183,0,183
7009408,72,51,111,162,3,3,0,3,333,0,333
7009409,39,33,51,78,0,0,0,0,177,0,177
7009410,15,12,39,126,0,0,0,0,186,0,186
7009411,288,435,204,69,15,9,0,9,825,0,825
7009412,30,60,90,9,6,3,0,3,156,0,156
7009413,39,78,126,21,3,0,0,0,216,0,216
7009414,51,66,162,69,0,0,0,0,294,0,294
7009415,30,48,93,6,3,3,3,0,144,0,144
7009416,21,60,87,21,3,0,0,0,171,0,171
7009417,21,27,69,9,0,0,0,0,105,0,105
7009418,63,141,201,12,0,6,0,3,339,0,339
7009419,27,48,57,15,0,0,0,0,117,0,117
7009420,51,45,72,18,0,3,0,0,153,0,153
7009421,21,45,132,12,0,0,0,0,186,0,186
7009422,57,63,114,42,3,12,12,0,234,0,234
7009423,57,87,159,81,3,3,3,0,315,0,315
7009424,39,93,114,27,0,0,0,0,228,0,228
7009425,39,36,90,84,0,0,0,0,219,0,219
7009426,57,39,96,54,3,0,0,0,210,0,210
7009427,6,18,42,108,0,0,0,0,156,0,156
7009428,27,87,87,57,18,0,0,0,243,0,243
7009429,36,33,102,96,9,0,0,0,237,0,237
7009430,63,63,141,60,12,0,0,0,294,0,294
7009431,42,63,174,69,0,0,0,0,309,0,309
7009432,81,39,108,15,0,0,0,0,180,0,180
7009433,96,66,87,27,3,0,0,0,216,0,216
7009434,111,111,126,36,0,3,0,3,276,0,276
7009435,111,81,87,30,9,3,3,0,246,0,246
7009436,132,18,0,3,0,3,3,0,138,0,138
7009437,132,18,0,3,0,0,0,0,144,0,144
7009438,27,21,33,66,0,0,0,0,135,0,135
7009439,18,9,42,90,0,3,3,0,159,0,159
7009440,27,24,63,81,9,0,0,0,180,0,180
7009441,12,18,33,81,0,0,0,0,123,0,123
7009442,18,15,36,147,0,3,0,3,210,0,210
7009443,18,24,27,84,3,3,3,0,132,0,132
7009444,24,3,6,15,0,3,3,0,51,0,51
7009445,18,33,24,18,0,0,0,0,75,0,75
7009446,45,54,138,36,3,0,0,0,228,0,228
7009447,48,78,171,51,0,0,0,0,303,0,303
7009448,15,42,39,33,0,0,0,0,111,0,111
7009449,27,39,123,33,0,0,0,0,201,0,201
7009450,48,114,105,51,0,0,0,0,246,0,246
7009451,42,84,114,18,0,0,3,3,210,0,210
7009452,39,81,162,36,0,0,0,0,264,0,264
7009453,24,54,90,30,3,0,0,0,162,0,162
7009454,15,42,78,12,3,0,0,0,126,0,126
7009455,42,63,141,15,3,0,0,0,225,0,225
7009456,15,57,72,27,0,3,3,0,150,0,150
7009457,48,108,159,30,3,3,3,0,291,0,291
7009458,18,30,75,12,3,0,0,0,135,0,135
7009459,18,90,111,24,0,3,3,0,207,0,207
7009460,63,123,159,24,0,0,0,0,303,0,303
7009461,39,90,114,18,0,0,0,0,204,0,204
7009462,24,33,96,24,0,0,0,0,153,0,153
7009463,39,96,144,15,3,0,0,0,237,0,237
7009464,15,54,93,30,3,0,0,0,147,0,147
7009465,69,147,192,15,18,3,3,0,345,0,345
7009466,36,36,114,33,0,0,0,0,198,0,198
7009467,21,36,72,30,3,3,0,3,141,0,141
7009468,21,66,117,15,0,3,0,3,201,0,201
7009469,48,78,81,12,0,0,0,0,171,0,171
7009470,39,78,192,66,0,0,0,0,327,0,327
7009471,36,69,159,51,6,3,0,3,267,0,267
7009472,60,78,186,18,0,0,0,0,264,0,264
7009473,24,75,93,18,0,3,0,3,186,0,186
7009474,27,48,99,30,0,0,0,0,171,0,171
7009475,51,108,126,27,0,0,0,0,243,0,243
7009476,42,48,90,15,0,0,0,0,147,0,147
7009477,72,141,153,27,0,0,0,0,291,0,291
7009478,15,60,75,18,6,0,0,0,162,0,162
7009479,36,99,63,9,9,3,0,3,156,0,156
7009480,54,81,171,15,3,0,0,0,258,0,258
7009481,12,27,87,63,0,0,0,0,174,0,174
7009482,12,27,126,48,3,0,0,0,204,0,204
7009483,33,78,198,81,0,0,0,0,345,0,345
7009484,21,81,126,105,3,3,3,0,297,0,297
7009485,21,48,96,6,0,0,0,0,144,0,144
7009486,39,63,138,30,0,0,0,0,219,0,219
7009487,12,36,60,27,6,3,0,3,126,0,126
7009488,30,57,147,18,0,3,3,0,219,0,219
7009489,39,81,102,21,3,0,0,0,195,0,195
7009490,24,18,57,9,0,0,0,0,93,0,93
7009491,24,66,162,9,0,0,0,0,219,0,219
7009492,81,126,183,30,6,0,0,0,336,0,336
7009493,33,84,147,3,3,0,0,0,228,0,228
7009494,48,72,174,33,3,9,9,0,261,0,261
7009495,51,90,111,0,3,0,0,0,186,0,186
7009496,18,78,54,3,9,0,0,0,144,0,144
7009497,30,48,108,15,0,0,0,0,162,0,162
7009498,60,102,129,18,0,0,0,0,222,0,222
7009499,21,54,105,36,0,0,0,0,183,0,183
7009500,15,33,33,27,0,0,0,0,96,0,96
7009501,33,51,96,39,0,3,3,0,189,0,189
7009502,48,84,111,33,0,0,0,0,225,0,225
7009503,33,69,120,60,0,0,0,0,240,0,240
7009504,39,45,90,39,0,0,0,0,174,0,174
7009505,180,252,237,192,12,3,0,0,624,0,624
7009506,87,18,21,45,0,0,0,0,153,0,153
7009507,69,60,51,27,0,3,3,0,168,0,168
7009508,33,42,69,18,3,0,0,0,141,0,141
7009509,48,63,150,36,9,0,0,0,264,0,264
7009510,24,36,45,42,6,0,0,0,132,0,132
7009511,63,96,90,69,0,0,0,0,249,0,249
7009512,168,210,216,72,3,3,3,0,486,0,486
7009513,72,81,114,63,12,0,0,0,279,0,279
7009514,45,36,60,42,6,12,3,6,186,0,186
7009515,51,90,129,3,3,3,0,3,225,0,225
7009516,84,117,117,48,9,6,3,0,300,0,300
7009517,60,33,45,27,18,0,0,0,162,0,162
7009518,57,78,195,45,9,3,3,0,297,0,297
7009519,102,117,90,21,0,3,3,0,261,0,261
7009520,54,39,57,60,6,3,3,0,171,0,171
7009521,90,63,81,39,6,0,0,0,234,0,234
7009522,81,69,60,24,3,6,0,6,207,0,207
7009523,108,108,90,27,6,0,0,0,264,0,264
7009524,45,39,54,15,0,0,0,0,117,0,117
7009525,57,21,36,24,3,3,3,0,129,0,129
7009526,69,66,30,30,0,0,0,0,138,0,138
7009527,57,54,84,21,6,0,0,0,162,0,162
7009528,90,45,48,27,3,3,3,3,177,0,177
7009529,87,45,39,21,3,0,0,0,147,0,147
7009530,93,69,45,12,0,0,0,0,168,0,168
7009531,123,15,0,9,0,0,0,0,144,0,144
7009532,51,120,186,45,6,0,0,0,321,0,321
7009533,30,60,138,6,0,0,0,0,189,0,189
7009534,24,39,96,15,0,0,0,0,147,0,147
7009535,18,39,129,6,0,0,0,0,168,0,168
7009536,27,72,177,0,6,0,0,0,237,0,237
7009537,90,78,153,39,3,3,3,0,324,0,324
7009538,42,36,48,120,3,0,0,0,228,0,228
7009539,33,45,84,42,9,3,3,3,198,0,198
7009540,42,36,78,72,0,0,0,0,192,0,192
7009541,48,45,63,42,6,0,0,0,162,0,162
7009542,42,48,105,51,9,0,0,0,219,0,219
7009543,75,51,81,30,0,0,0,0,198,0,198
7009544,36,36,78,72,0,0,0,0,183,0,183
7009545,33,48,132,54,9,0,0,0,234,0,234
7009546,36,99,81,36,0,0,0,0,195,0,195
7009547,75,63,90,48,27,12,6,3,273,0,273
7009548,36,45,57,45,0,0,0,0,162,0,162
7009549,66,129,177,42,3,0,0,0,333,0,333
7009550,39,84,96,21,0,3,3,0,207,0,207
7009551,69,87,87,60,6,0,0,0,249,0,249
7009552,45,45,42,36,3,0,0,0,135,0,135
7009553,45,69,87,27,0,3,0,3,183,0,183
7009554,45,51,120,21,3,0,0,0,198,0,198
7009555,63,114,129,60,0,3,0,3,297,0,297
7009556,39,69,96,30,3,0,0,0,198,0,198
7009557,48,84,180,42,3,0,0,0,306,0,306
7009558,6,24,45,12,0,0,0,0,78,0,78
7009559,48,132,153,27,9,0,0,0,285,0,285
7009560,36,51,72,45,6,3,3,0,180,0,180
7009561,36,12,48,120,51,0,0,0,252,0,252
7009562,36,48,69,24,0,3,3,0,135,0,135
7009563,75,120,129,30,0,3,3,0,270,0,270
7009564,54,93,129,42,0,0,0,0,240,0,240
7009565,36,54,90,24,3,0,0,0,171,0,171
7009566,60,54,54,30,0,0,0,0,150,0,150
7009567,39,60,51,45,0,0,0,0,171,0,171
7009568,30,36,36,27,0,0,0,0,114,0,114
7009569,39,69,72,33,0,6,0,6,189,0,189
7009570,48,33,42,12,0,0,0,0,102,0,102
7009571,42,57,54,24,0,0,0,0,153,0,153
7009572,27,33,66,12,0,0,0,0,126,0,126
7009573,27,87,66,3,0,0,0,0,156,0,156
7009574,63,105,237,33,3,0,0,0,363,0,363
7009575,60,57,69,27,0,0,0,0,177,0,177
7009576,33,78,99,24,0,3,3,0,198,0,198
7009577,27,87,171,36,6,3,0,3,279,0,279
7009578,48,54,111,42,9,3,3,0,228,0,228
7009579,27,54,72,27,0,0,0,0,156,0,156
7009580,51,81,147,6,0,0,0,0,222,0,222
7009581,30,66,108,21,0,0,0,0,180,0,180
7009582,33,57,108,18,0,0,0,0,192,0,192
7009583,51,78,96,21,6,0,0,0,204,0,204
7009584,45,54,117,24,6,0,0,0,186,0,186
7009585,30,39,72,33,0,3,3,0,147,0,147
7009586,9,21,27,66,24,0,0,0,135,0,135
7009587,27,24,36,21,18,0,0,0,102,0,102
7009588,27,48,120,96,21,0,0,0,258,0,258
7009589,18,60,81,57,12,0,0,0,186,0,186
7009590,21,21,51,66,15,0,0,0,162,0,162
7009591,9,15,54,54,6,0,0,0,120,0,120
7009592,18,45,114,51,9,3,3,0,210,0,210
7009593,33,51,111,51,6,9,0,9,198,0,198
7009594,54,54,78,51,0,3,3,0,204,0,204
7009595,42,81,111,45,3,0,0,0,240,0,240
7009596,15,27,30,57,0,6,6,0,117,0,117
7009597,81,105,93,48,15,3,3,0,291,0,291
7009598,78,60,78,87,12,0,0,0,273,0,273
7009599,45,48,39,42,3,3,3,0,138,0,138
7009600,66,48,105,30,0,0,0,0,201,0,201
7009601,102,21,21,45,0,0,0,0,162,0,162
7009602,126,18,3,54,6,6,6,0,195,0,195
7009603,69,15,9,21,0,6,6,0,96,0,96
7009604,117,27,9,63,3,3,3,0,192,0,192
7009605,75,15,39,39,6,3,3,0,159,0,159
7009606,90,24,15,48,3,0,0,0,147,0,147
7009607,138,42,48,138,3,0,0,0,315,0,315
7009608,90,21,18,36,6,0,0,0,156,0,156
7009609,249,81,48,66,12,6,6,0,381,0,381
7009610,75,27,9,18,3,0,0,0,102,0,102
7009611,66,33,15,15,6,6,0,6,102,0,102
7009612,108,21,12,12,0,3,3,0,129,0,129
7009613,93,12,3,9,0,0,0,0,102,0,102
7009614,156,12,0,9,0,0,0,0,168,0,168
7009615,39,15,45,66,12,0,0,0,156,0,156
7009616,18,9,45,141,12,0,0,0,210,0,210
7009617,30,18,27,150,3,3,0,3,213,0,213
7009618,36,57,102,12,0,0,0,0,162,0,162
7009619,102,6,6,6,0,0,0,0,120,0,120
7009620,33,102,138,21,0,0,0,0,225,0,225
7009621,21,90,159,27,0,0,0,0,252,0,252
7009622,21,48,105,39,3,3,0,3,195,0,195
7009623,42,57,108,36,0,0,0,0,192,0,192
7009624,21,69,78,6,0,0,0,0,141,0,141
7009625,12,45,153,27,3,0,0,0,213,0,213
7009626,33,87,174,9,3,3,0,3,261,0,261
7009627,51,18,33,159,3,0,0,0,237,0,237
7009628,42,24,48,135,3,3,0,3,228,0,228
7009629,51,21,21,120,9,3,0,3,201,0,201
7009630,93,33,48,42,0,0,0,0,183,0,183
7009631,57,21,27,153,18,3,0,3,252,0,252
7009632,51,12,24,60,3,0,0,0,135,0,135
7009633,15,9,30,48,0,0,0,0,90,0,90
7009634,36,48,66,27,6,0,0,0,147,0,147
7009635,27,6,39,81,3,3,0,3,150,0,150
7009636,60,24,27,84,30,0,0,0,213,0,213
7009637,36,24,54,36,12,0,0,0,135,0,135
7009638,36,39,84,99,6,6,0,6,237,0,237
7009639,75,66,105,63,15,0,0,0,273,0,273
7009640,30,33,27,75,3,0,0,0,138,0,138
7009641,36,36,63,138,3,0,0,0,252,0,252
7009642,12,30,39,135,0,0,0,0,195,0,195
7009643,51,51,54,153,6,0,0,0,273,0,273
7009644,54,42,60,93,12,0,0,0,228,0,228
7009645,48,24,63,57,0,0,0,0,162,0,162
7009646,57,39,30,21,0,0,0,0,96,0,96
7009647,48,24,33,102,3,0,0,0,180,0,180
7009648,39,15,36,108,9,0,0,0,183,0,183
7009649,57,93,105,69,0,0,0,0,267,0,267
7009650,39,81,84,60,6,6,6,0,234,0,234
7009651,51,60,69,48,9,3,0,3,195,0,195
7009652,48,108,129,12,9,0,0,0,255,0,255
7009653,48,27,54,150,12,0,0,0,270,0,270
7009654,60,36,60,81,6,6,6,0,219,0,219
7009655,57,33,78,42,3,6,3,3,186,0,186
7009656,51,36,57,126,3,3,0,3,258,0,258
7009657,33,33,42,63,3,0,0,0,159,0,159
7009658,42,45,96,135,9,0,0,0,291,0,291
7009659,24,21,75,96,12,0,0,0,204,0,204
7009660,33,51,99,81,6,0,0,0,240,0,240
7009661,12,9,3,33,12,3,0,3,63,0,63
7009662,51,39,57,57,9,0,0,0,180,0,180
7009663,66,39,48,72,0,0,0,0,186,0,186
7009664,18,24,84,48,6,0,0,0,165,0,165
7009665,126,78,102,45,0,0,0,0,306,0,306
7009666,48,57,75,72,12,3,3,0,222,0,222
7009667,87,54,66,45,0,0,0,0,183,0,183
7009668,51,51,51,75,3,3,0,0,177,0,177
7009669,45,69,75,96,6,3,3,0,240,0,240
7009670,39,54,111,12,0,0,0,0,177,0,177
7009671,69,69,108,36,3,3,0,3,237,0,237
7009672,45,81,108,45,0,0,0,0,216,0,216
7009673,54,54,66,45,0,0,0,0,165,0,165
7009674,69,63,81,150,6,3,3,0,315,0,315
7009675,30,33,27,93,3,3,0,3,171,0,171
7009676,30,48,66,45,0,0,0,0,156,0,156
7009677,45,42,39,39,6,0,0,0,147,0,147
7009678,66,66,84,42,0,0,0,0,204,0,204
7009679,60,36,36,21,0,3,3,0,117,0,117
7009680,45,51,87,42,3,0,0,0,186,0,186
7009681,39,57,66,27,3,3,3,0,156,0,156
7009682,27,12,30,24,0,0,0,0,72,0,72
7009683,45,45,45,12,3,0,0,0,111,0,111
7009684,63,54,99,18,0,0,0,0,183,0,183
7009685,51,57,54,33,0,3,3,0,159,0,159
7009686,57,60,84,63,3,3,3,0,225,0,225
7009687,54,60,69,27,6,0,0,0,177,0,177
7009688,42,69,69,21,3,0,0,0,165,0,165
7009689,24,27,93,15,0,3,3,0,135,0,135
7009690,69,93,81,51,0,0,0,0,237,0,237
7009691,33,66,69,15,0,3,0,3,144,0,144
7009692,30,72,141,3,6,0,0,0,219,0,219
7009693,54,123,165,45,15,0,0,0,327,0,327
7009694,36,51,81,24,0,0,0,0,156,0,156
7009695,36,75,114,24,0,0,0,0,195,0,195
7009696,51,96,123,21,0,0,0,0,228,0,228
7009697,63,30,72,30,3,3,0,3,159,0,159
7009698,30,63,117,30,0,0,0,0,201,0,201
7009699,15,48,78,21,0,0,0,0,135,0,135
7009700,39,108,111,9,0,0,0,0,222,0,222
7009701,21,51,78,12,12,0,0,0,144,0,144
7009702,30,99,72,15,3,0,0,0,186,0,186
7009703,87,69,33,21,3,3,3,3,174,0,174
7009704,90,39,51,36,6,0,0,0,189,0,189
7009705,315,0,0,0,0,3,3,0,315,0,315
7009706,78,21,21,42,0,0,0,0,150,0,150
7009707,123,27,12,27,6,6,0,3,171,0,171
7009708,129,30,6,63,6,3,0,3,207,0,207
7009709,138,36,54,18,0,0,0,0,204,0,204
7009710,99,30,30,18,0,0,0,0,147,0,147
7009711,63,9,12,27,3,3,3,6,108,0,108
7009712,69,27,6,9,3,0,0,0,99,0,99
7009713,87,30,9,24,3,0,0,0,126,0,126
7009714,132,48,24,36,6,3,3,0,198,0,198
7009715,69,24,27,21,3,6,3,3,126,0,126
7009716,129,42,48,18,6,0,0,0,192,0,192
7009717,99,30,39,9,0,0,0,0,150,0,150
7009718,132,36,24,18,0,6,3,6,168,0,168
7009719,141,66,33,12,3,3,0,3,186,0,186
7009720,81,9,24,24,6,0,0,0,120,0,120
7009721,183,21,12,24,0,3,3,0,222,0,222
7009722,48,30,36,69,3,3,0,3,150,0,150
7009723,60,30,45,78,0,0,0,0,177,0,177
7009724,63,21,6,57,0,0,0,0,126,0,126
7009725,42,27,63,78,0,3,0,3,183,0,183
7009726,24,9,30,87,3,3,0,3,138,0,138
7009727,132,30,21,78,12,3,0,0,237,0,237
7009728,33,21,24,45,3,0,0,0,117,0,117
7009729,33,24,36,117,6,3,3,0,195,0,195
7009730,36,9,3,111,0,6,0,3,153,0,153
7009731,87,18,36,165,6,3,0,3,288,0,288
7009732,60,27,54,126,0,6,6,0,225,0,225
7009733,24,9,15,81,0,0,0,0,123,0,123
7009734,39,12,30,99,0,0,0,0,162,0,162
7009735,30,18,33,96,9,3,3,0,156,0,156
7009736,57,21,15,177,3,3,3,0,255,0,255
7009737,39,24,27,69,0,3,3,0,141,0,141
7009738,18,0,30,54,3,0,0,0,105,0,105
7009739,15,9,12,132,3,0,0,0,162,0,162
7009740,21,9,9,111,0,3,0,3,132,0,132
7009741,42,9,27,57,3,0,0,0,120,0,120
7009742,75,30,45,93,3,0,0,0,213,0,213
7009743,15,24,24,84,3,0,0,0,117,0,117
7009744,18,63,138,6,6,0,0,0,192,0,192
7009745,15,78,111,12,6,0,0,0,186,0,186
7009746,18,51,93,30,6,0,0,0,150,0,150
7009747,15,3,21,183,9,3,0,3,216,0,216
7009748,87,27,24,90,3,0,0,0,207,0,207
7009749,93,39,69,33,3,0,0,0,198,0,198
7009750,42,21,93,63,0,3,0,0,186,0,186
7009751,48,30,48,48,0,0,0,0,156,0,156
7009752,81,15,54,84,15,3,3,0,231,0,231
7009753,102,12,36,72,3,0,0,0,186,0,186
7009754,81,57,54,105,9,0,0,0,240,0,240
7009755,135,42,81,99,6,6,3,3,312,0,312
7009756,75,24,33,39,6,3,3,3,150,0,150
7009757,93,33,42,48,0,3,0,3,183,0,183
7009758,84,60,75,99,12,0,0,0,267,0,267
7009759,51,24,27,21,0,0,0,0,99,0,99
7009760,45,6,15,57,3,0,0,0,114,0,114
7009761,66,21,36,48,0,3,3,0,165,0,165
7009762,60,15,30,21,3,0,0,0,114,0,114
7009763,81,24,33,51,9,3,0,3,171,0,171
7009764,57,9,12,33,3,0,0,0,99,0,99
7009765,72,24,39,84,3,6,0,6,207,0,207
7009766,126,51,48,27,6,3,3,0,195,0,195
7009767,105,36,24,18,9,0,0,0,153,0,153
7009768,126,39,39,36,3,3,0,3,201,0,201
7009769,123,36,24,39,0,0,0,0,192,0,192
7009770,72,30,51,54,9,0,0,0,174,0,174
7009771,93,27,21,24,0,0,0,0,129,0,129
7009772,96,42,18,90,0,3,3,3,210,0,210
7009773,123,36,39,69,3,3,3,0,225,0,225
7009774,63,21,9,24,0,3,0,3,102,0,102
7009775,63,30,36,30,0,0,0,0,138,0,138
7009776,96,24,12,12,0,0,0,0,120,0,120
7009777,108,30,33,27,0,3,0,3,165,0,165
7009778,72,30,15,78,0,0,0,0,162,0,162
7009779,99,33,24,39,3,0,0,0,165,0,165
7009780,48,21,18,213,3,0,0,0,282,0,282
7009781,60,45,33,36,9,0,0,0,150,0,150
7009782,75,21,42,57,3,0,0,0,174,0,174
7009783,72,48,96,93,6,0,0,0,276,0,276
7009784,87,30,42,96,3,3,3,0,225,0,225
7009785,45,33,39,42,12,0,0,0,144,0,144
7009786,24,30,39,21,0,0,0,0,102,0,102
7009787,66,60,75,87,0,0,0,0,258,0,258
7009788,33,57,66,54,3,0,0,0,174,0,174
7009789,54,69,60,108,21,3,3,0,276,0,276
7009790,60,69,102,69,0,0,0,0,234,0,234
7009791,27,48,57,27,12,0,0,0,144,0,144
7009792,21,21,36,51,0,0,0,0,108,0,108
7009793,45,45,69,75,12,0,0,0,201,0,201
7009794,42,66,48,45,0,0,0,0,162,0,162
7009795,63,60,30,93,3,6,0,6,216,0,216
7009796,33,36,36,36,0,0,0,0,120,0,120
7009797,60,42,45,3,0,0,0,0,108,0,108
7009798,48,57,57,75,3,0,0,0,204,0,204
7009799,57,57,21,33,0,0,0,0,138,0,138
7009800,39,48,27,54,0,3,0,3,141,0,141
7009801,45,75,72,39,3,3,3,0,201,0,201
7009802,51,54,60,99,0,3,0,3,216,0,216
7009803,27,63,126,27,6,0,0,0,204,0,204
7009804,18,21,39,42,0,0,0,0,108,0,108
7009805,72,69,57,27,3,6,6,0,180,0,180
7009806,90,126,84,39,0,3,3,0,255,0,255
7009807,42,48,84,48,6,0,0,0,174,0,174
7009808,24,39,39,42,3,3,3,0,126,0,126
7009809,78,87,129,45,9,3,0,3,285,0,285
7009810,45,39,39,21,0,0,0,0,105,0,105
7009811,78,99,60,60,3,0,0,0,240,0,240
7009812,6,6,9,15,0,0,0,0,27,0,27
7009813,45,129,81,45,6,0,0,0,240,0,240
7009814,69,90,108,36,12,3,0,3,246,0,246
7009815,90,30,6,6,0,3,0,3,114,0,114
7009816,108,12,6,27,3,6,3,3,141,0,141
7009817,33,63,81,6,0,0,0,0,153,0,153
7009818,36,60,54,24,0,0,0,0,138,0,138
7009819,21,36,54,21,0,0,0,0,117,0,117
7009820,30,45,48,12,6,0,0,0,114,0,114
7009821,72,93,87,42,0,3,3,0,225,0,225
7009822,33,45,27,6,3,0,0,0,96,0,96
7009823,66,90,87,27,0,0,0,0,207,0,207
7009824,69,114,69,45,0,3,3,0,225,0,225
7009825,45,57,42,9,0,0,0,0,102,0,102
7009826,42,63,108,3,0,0,0,0,180,0,180
7009827,147,24,33,39,3,0,0,0,207,0,207
7009828,117,66,30,33,0,3,3,3,213,0,213
7009829,117,24,30,18,6,0,0,0,177,0,177
7009830,87,27,30,42,0,0,0,0,159,0,159
7009831,96,21,9,15,0,0,0,0,123,0,123
7009832,135,21,3,12,0,3,3,0,159,0,159
7009833,99,6,0,9,0,0,0,0,108,0,108
7009834,60,3,3,15,0,0,0,0,75,0,75
7009835,27,0,18,9,3,0,0,0,45,0,45
7009836,72,15,18,42,0,0,0,0,114,0,114
7009837,93,21,15,18,0,0,0,0,129,0,129
7009838,84,3,15,30,6,0,0,0,126,0,126
7009839,45,21,30,72,9,3,3,0,159,0,159
7009840,75,15,18,15,3,3,3,0,111,0,111
7009841,75,6,9,45,0,0,0,0,129,0,129
7009842,96,21,9,33,6,3,3,0,141,0,141
7009843,105,18,21,69,3,3,0,3,189,0,189
7009844,75,18,6,39,0,3,3,0,129,0,129
7009845,111,27,27,75,0,3,3,0,195,0,195
7009846,87,18,9,78,0,3,3,0,174,0,174
7009847,87,27,3,63,15,3,0,3,174,0,174
7009848,117,18,33,36,18,0,0,0,192,0,192
7009849,252,15,6,9,0,0,0,0,276,0,276
7009850,105,15,15,84,6,3,0,3,204,0,204
7009851,42,3,9,78,0,3,3,0,117,0,117
7009852,36,9,24,105,12,6,0,6,168,0,168
7009853,69,15,3,84,6,0,0,0,165,0,165
7009854,42,9,18,45,6,3,0,3,108,0,108
7009855,42,6,21,75,6,0,0,0,138,0,138
