Area_Code,European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Total stated,Not Elsewhere Included, Total
7013073,69,72,6,6,0,0,0,0,117,0,117
7013074,120,63,12,3,0,0,0,0,180,0,180
7013075,114,60,6,6,0,3,3,0,162,0,162
7013076,105,87,0,3,0,0,0,0,171,0,171
7013077,132,78,3,15,0,3,3,0,192,0,192
7013078,150,60,0,6,0,0,0,0,195,0,195
7013079,135,42,9,6,0,0,0,0,171,0,171
7013080,129,54,6,3,3,3,3,0,165,0,165
7013081,96,27,0,9,3,0,0,0,105,0,105
7013082,96,33,6,9,3,3,3,0,117,0,117
7013083,99,69,3,9,0,3,3,0,150,0,150
7013084,78,21,0,0,3,0,0,0,87,0,87
7013085,105,54,6,18,0,0,0,0,153,0,153
7013086,165,48,0,3,3,0,0,0,189,0,189
7013087,132,54,9,12,0,3,3,0,168,0,168
7013088,144,36,3,15,0,3,3,3,183,0,183
7013089,78,15,0,9,0,0,0,0,90,0,90
7013090,123,66,6,3,3,3,3,0,183,0,183
7013091,84,18,0,0,0,0,0,0,99,0,99
7013092,132,93,15,9,6,6,3,6,207,0,207
7013093,144,24,3,12,3,3,3,0,162,0,162
7013094,156,42,6,0,0,6,6,0,174,0,174
7013095,129,60,12,0,3,3,3,0,165,0,165
7013096,105,54,0,15,0,0,0,0,156,0,156
7013097,93,54,3,18,0,3,3,0,123,0,123
7013098,132,78,6,3,3,3,3,0,198,0,198
7013099,93,15,3,3,0,0,0,0,96,0,96
7013100,108,45,3,0,3,0,0,0,138,0,138
7013101,135,42,3,0,0,6,6,0,156,0,156
7013102,123,39,3,12,6,3,3,0,156,0,156
7013103,141,51,9,24,0,0,0,3,180,0,180
7013104,168,45,6,6,0,3,3,0,189,0,189
7013105,87,24,3,3,0,0,0,0,99,0,99
7013106,120,33,3,27,0,0,0,0,153,0,153
7013107,123,24,0,0,0,3,3,0,135,0,135
7013108,111,21,9,18,0,0,0,0,138,0,138
7013109,144,36,0,12,0,0,0,0,165,0,165
7013110,315,51,12,30,6,6,6,0,393,0,393
7013111,123,57,24,21,0,3,3,0,198,0,198
7013112,75,51,15,3,0,0,0,0,120,0,120
7013113,87,24,30,3,0,3,3,0,135,0,135
7013114,153,57,21,12,3,3,0,3,189,0,189
7013115,150,39,15,18,0,0,0,0,189,0,189
7013116,99,36,9,24,6,3,3,0,144,0,144
7013117,123,39,27,3,0,0,0,0,165,0,165
7013118,165,60,21,6,0,3,0,0,225,0,225
7013119,114,75,27,15,0,3,3,0,189,0,189
7013120,66,51,24,6,0,3,3,0,105,0,105
7013121,96,63,27,18,0,3,3,0,156,0,156
7013122,78,45,30,6,0,0,0,0,132,0,132
7013123,72,69,30,3,0,0,0,0,129,0,129
7013124,111,72,27,0,0,3,3,0,177,0,177
7013125,87,69,27,12,0,3,3,0,156,0,156
7013126,108,54,33,6,0,6,6,0,156,0,156
7013127,93,60,39,12,3,0,0,0,144,0,144
7013128,111,126,33,0,0,3,3,0,192,0,192
7013129,78,69,15,3,0,3,3,0,135,0,135
7013130,93,63,15,0,0,0,0,0,132,0,132
7013131,153,90,33,9,0,0,0,0,225,0,225
7013132,105,93,39,12,0,0,0,0,210,0,210
7013133,177,123,51,24,6,3,3,0,312,0,312
7013134,108,96,36,9,0,3,3,0,210,0,210
7013135,108,66,27,21,3,3,3,0,180,0,180
7013136,99,36,15,9,3,0,0,0,135,0,135
7013137,93,57,51,3,0,3,0,3,165,0,165
7013138,129,84,36,18,0,3,3,0,204,0,204
7013139,81,54,21,3,0,0,0,0,123,0,123
7013140,81,27,21,3,0,0,0,0,114,0,114
7013141,105,66,6,3,0,0,0,0,144,0,144
7013142,111,60,27,9,3,3,3,0,156,0,156
7013143,63,72,33,9,0,0,0,0,144,0,144
7013144,54,45,33,0,0,0,0,0,108,0,108
7013145,48,57,39,6,0,3,3,0,129,0,129
7013146,84,117,45,3,0,6,3,6,192,0,192
7013147,132,135,39,3,3,3,3,0,240,0,240
7013148,66,78,66,3,0,0,0,0,168,0,168
7013149,69,48,6,3,0,0,0,0,111,0,111
7013150,78,72,24,15,0,3,3,3,162,0,162
7013151,138,72,33,21,0,3,3,0,213,0,213
7013152,51,45,33,9,3,3,3,0,111,0,111
7013153,66,51,27,15,0,0,0,0,129,0,129
7013154,45,69,24,0,0,0,0,0,114,0,114
7013155,90,81,51,3,0,6,6,0,180,0,180
7013156,96,96,45,6,6,0,0,0,198,0,198
7013157,69,42,24,0,0,0,0,0,111,0,111
7013158,93,51,15,0,0,0,0,0,132,0,132
7013159,84,75,57,3,0,0,0,0,159,0,159
7013160,138,60,15,3,0,3,3,0,168,0,168
7013161,69,48,36,0,0,0,0,0,114,0,114
7013162,69,45,21,6,0,0,0,0,105,0,105
7013163,102,72,27,3,0,0,0,0,141,0,141
7013164,81,75,12,0,0,0,0,0,132,0,132
7013165,111,69,21,3,0,3,3,0,162,0,162
7013166,72,60,21,3,0,9,9,0,126,0,126
7013167,81,78,21,0,0,0,0,0,129,0,129
7013168,75,60,27,9,0,0,0,0,129,0,129
7013169,96,99,78,6,0,0,0,0,213,0,213
7013170,63,36,18,3,0,0,0,0,99,0,99
7013171,81,60,42,15,0,6,3,3,159,0,159
7013172,69,57,39,3,0,0,0,0,126,0,126
7013173,87,63,48,0,0,3,3,0,144,0,144
7013174,96,84,54,3,0,0,0,0,174,0,174
7013175,57,69,33,3,0,3,3,0,123,0,123
7013176,66,45,21,0,0,3,3,0,99,0,99
7013177,135,99,36,6,0,0,0,0,219,0,219
7013178,90,60,21,0,0,0,0,0,120,0,120
7013179,129,93,54,3,0,0,0,0,198,0,198
7013180,138,60,30,3,0,0,0,0,177,0,177
7013181,90,96,48,3,0,3,3,0,177,0,177
7013182,99,111,90,12,0,3,3,0,255,0,255
7013183,90,111,114,12,0,0,0,0,255,0,255
7013184,78,120,63,9,0,3,3,0,201,0,201
7013185,114,87,36,12,0,6,6,0,213,0,213
7013186,72,63,21,0,0,0,0,0,135,0,135
7013187,138,93,45,12,0,3,0,3,213,0,213
7013188,81,51,36,3,3,3,3,0,141,0,141
7013189,87,90,42,3,0,0,0,0,159,0,159
7013190,132,48,21,12,0,0,0,0,174,0,174
7013191,51,33,21,3,0,0,0,0,78,0,78
7013192,69,84,33,3,0,0,0,0,147,0,147
7013193,159,114,60,15,3,0,0,0,255,0,255
7013194,81,66,57,0,0,3,3,0,168,0,168
7013195,99,27,0,3,0,3,0,3,117,0,117
7013196,102,36,0,0,0,0,0,0,117,0,117
7013197,C,C,C,C,C,C,C,C,9,C,9
7013198,27,162,6,0,0,0,0,0,171,0,171
7013199,60,39,0,0,0,0,0,0,93,0,93
7013200,75,21,3,0,0,0,0,0,87,0,87
7013201,C,C,C,C,C,C,C,C,C,C,0
7013202,126,33,3,0,0,0,0,0,150,0,150
7013203,105,33,3,0,0,0,0,0,114,0,114
7013204,126,27,3,0,0,3,3,0,135,0,135
7013205,96,21,3,0,0,3,3,0,105,0,105
7013206,102,63,0,0,0,0,0,0,141,0,141
7013207,135,87,0,0,0,3,3,0,210,0,210
7013208,66,39,0,3,3,0,0,0,93,0,93
7013209,87,63,3,3,0,3,3,0,129,0,129
7013210,180,54,0,6,0,3,3,0,210,0,210
7013211,93,18,0,0,0,0,0,0,105,0,105
7013212,30,36,0,0,3,3,3,0,69,0,69
7013213,81,48,9,6,0,0,0,0,117,0,117
7013214,102,51,3,3,0,0,0,0,138,0,138
7013215,105,120,15,15,0,0,0,0,210,0,210
7013216,114,84,12,18,3,0,0,0,192,0,192
7013217,93,42,3,21,0,0,0,0,144,0,144
7013218,63,33,9,6,0,0,0,0,99,0,99
7013219,96,90,15,3,0,3,3,0,183,0,183
7013220,126,141,12,12,0,0,0,0,219,0,219
7013221,87,99,18,12,0,3,3,0,192,0,192
7013222,105,57,3,18,0,0,0,0,153,0,153
7013223,57,57,12,9,6,0,0,0,108,0,108
7013224,75,168,21,18,0,3,3,0,246,0,246
7013225,120,159,24,6,0,0,0,0,258,0,258
7013226,117,84,15,15,0,0,0,0,186,0,186
7013227,81,63,3,9,0,0,0,0,123,0,123
7013228,93,105,21,0,0,3,3,0,171,0,171
7013229,99,42,3,15,0,3,3,0,147,0,147
7013230,108,93,0,9,0,6,0,6,186,0,186
7013231,87,93,12,15,3,3,3,0,165,0,165
7013232,60,54,3,9,3,3,0,3,105,0,105
7013233,60,45,0,0,0,3,3,0,93,0,93
7013234,135,123,3,0,0,6,6,3,216,0,216
7013235,63,75,6,6,0,0,0,0,126,0,126
7013236,45,78,6,0,0,3,3,0,111,0,111
7013237,63,99,3,12,0,3,3,0,153,0,153
7013238,54,63,0,3,0,0,0,0,99,0,99
7013239,30,66,3,3,0,0,0,0,87,0,87
7013240,24,114,15,6,3,0,0,0,138,0,138
7013241,48,72,15,6,0,3,3,0,123,0,123
7013242,51,138,3,6,0,0,0,0,162,0,162
7013243,78,33,0,3,3,3,3,0,105,0,105
7013244,87,15,0,3,0,0,0,0,102,0,102
7013245,36,30,6,12,0,0,0,0,75,0,75
7013246,144,24,0,0,0,0,0,0,156,0,156
7013247,105,27,3,0,0,0,0,0,120,0,120
7013248,84,18,0,3,0,6,6,0,102,0,102
7013249,120,18,6,3,0,0,0,0,126,0,126
7013250,81,33,3,6,0,3,3,0,102,0,102
7013251,72,114,21,21,3,3,3,0,189,0,189
7013252,144,51,0,6,3,0,0,3,180,0,180
7013253,99,60,0,0,3,3,3,0,150,0,150
7013254,96,45,0,3,0,0,0,0,120,0,120
7013255,84,54,0,3,0,0,0,0,111,0,111
7013256,93,63,3,3,0,0,0,0,126,0,126
7013257,144,117,0,3,0,0,0,0,228,0,228
7013258,84,48,3,0,0,0,0,0,111,0,111
7013259,174,42,6,6,0,0,0,0,189,0,189
7013260,102,30,6,3,0,3,3,0,135,0,135
7013261,111,12,3,3,0,3,3,3,120,0,120
7013262,24,21,3,3,0,0,0,0,42,0,42
7013263,90,72,15,18,0,0,0,0,138,0,138
7013264,81,27,6,6,3,0,0,0,99,0,99
7013265,126,36,9,18,0,0,0,0,159,0,159
7013266,90,60,0,6,0,3,3,0,138,0,138
7013267,108,108,6,3,0,3,3,0,171,0,171
7013268,90,114,6,9,0,3,3,0,189,0,189
7013269,75,90,12,3,0,0,0,0,138,0,138
7013270,99,111,0,12,0,6,6,0,192,0,192
7013271,129,42,3,15,0,6,6,0,165,0,165
7013272,138,69,3,9,0,0,0,0,168,0,168
7013273,87,24,3,12,3,3,3,0,111,0,111
7013274,135,21,0,3,0,3,3,0,147,0,147
7013275,108,24,3,3,0,0,0,0,111,0,111
7013276,114,45,3,0,3,3,0,0,138,0,138
7013277,123,45,3,6,3,0,0,0,141,0,141
7013278,120,78,9,15,0,0,0,0,174,0,174
7013279,96,18,3,3,0,0,0,0,102,0,102
7013280,81,21,3,18,0,0,0,0,108,0,108
7013281,168,36,6,0,0,0,0,0,177,0,177
7013282,189,30,3,6,0,3,3,0,210,0,210
7013283,57,27,9,0,0,0,0,0,72,0,72
7013284,153,12,3,0,0,0,0,0,156,0,156
7013285,39,9,0,30,0,3,0,3,75,0,75
7013286,201,36,3,18,0,6,6,0,234,0,234
7013287,99,30,6,9,0,3,3,0,132,0,132
7013288,147,12,0,3,0,0,0,0,156,0,156
7013289,180,21,3,3,0,3,3,0,198,0,198
7013290,108,135,12,9,0,3,3,0,219,0,219
7013291,78,15,0,3,0,3,3,0,93,0,93
7013292,156,87,0,6,0,0,0,0,198,0,198
7013293,C,C,C,C,C,C,C,C,C,C,0
7013294,174,66,0,3,0,3,3,0,213,0,213
7013295,87,6,0,0,0,6,6,0,93,0,93
7013296,75,135,21,3,0,0,0,0,189,0,189
7013297,33,75,0,9,0,0,0,0,87,0,87
7013298,C,C,C,C,C,C,C,C,C,C,0
7013299,147,27,0,6,3,3,0,0,168,0,168
7013300,159,48,3,6,3,3,3,0,192,0,192
7013301,123,51,6,3,3,3,3,0,162,0,162
7013302,174,6,0,0,0,6,6,0,183,0,183
7013303,207,18,3,0,0,0,0,0,210,0,210
7013304,102,15,3,0,0,3,3,0,108,0,108
7013305,48,117,6,0,0,0,0,0,147,0,147
7013306,249,18,3,6,0,6,6,0,258,0,258
7013307,114,0,0,0,0,0,0,0,117,0,117
7013308,237,30,0,3,0,0,0,0,246,0,246
7013309,156,21,0,3,0,3,3,0,165,0,165
7013310,159,15,3,6,3,9,6,3,180,0,180
7013311,144,12,0,0,0,3,0,3,147,0,147
7013312,12,12,0,0,0,0,C,C,24,0,24
7013313,201,18,3,3,0,3,3,0,210,0,210
7013314,96,30,0,6,3,6,6,0,120,0,120
7013315,120,69,6,0,3,0,0,0,156,0,156
7013316,102,93,21,3,0,0,0,0,177,0,177
7013317,126,81,6,6,0,0,0,0,174,0,174
7013318,48,39,0,27,0,0,0,0,99,0,99
7013319,150,42,6,0,0,3,3,0,171,0,171
7013320,204,75,0,3,0,3,3,3,249,0,249
7013321,171,57,12,3,3,6,6,0,207,0,207
7013322,114,24,3,12,0,3,3,0,132,0,132
7013323,C,C,C,C,C,C,C,C,C,C,0
7013324,255,27,3,21,3,0,0,0,291,0,291
7013325,120,39,3,6,0,0,0,0,156,0,156
7013326,123,144,6,6,0,0,0,0,210,0,210
7013327,168,39,3,18,6,3,0,3,207,0,207
7013328,165,42,0,18,0,9,9,0,201,0,201
7013329,129,6,0,12,0,0,0,0,144,0,144
7013330,123,36,9,18,3,0,0,0,159,0,159
7013331,192,12,0,18,0,0,0,0,207,0,207
7013332,153,36,3,6,0,0,0,0,174,0,174
7013333,96,15,0,9,0,0,0,0,105,0,105
7013334,222,30,0,18,0,0,0,0,246,0,246
7013335,18,102,3,0,0,0,0,0,114,0,114
7013336,171,33,3,3,3,6,3,6,195,0,195
7013337,177,33,12,21,9,0,0,0,225,0,225
7013338,120,24,3,12,3,3,3,0,147,0,147
7013339,141,18,0,0,3,6,3,3,156,0,156
7013340,129,27,3,24,0,0,0,0,159,0,159
7013341,168,18,12,9,0,0,0,0,180,0,180
7013342,78,15,0,0,0,0,0,0,87,0,87
7013343,84,30,0,9,0,0,0,0,108,0,108
7013344,81,33,0,6,0,6,0,6,108,0,108
7013345,99,24,0,12,3,0,0,0,123,0,123
7013346,69,15,12,9,0,0,0,0,102,0,102
7013347,159,96,6,27,0,6,6,0,237,0,237
7013348,72,24,9,12,3,3,0,0,99,0,99
7013349,81,24,3,75,3,0,0,0,171,0,171
7013350,111,72,3,6,0,0,0,0,168,0,168
7013351,192,21,3,27,3,0,0,0,228,0,228
7013352,171,18,3,3,0,9,9,0,180,0,180
7013353,99,33,0,18,6,3,3,0,132,0,132
7013354,90,60,9,3,0,0,0,0,132,0,132
7013355,21,123,6,3,0,0,0,0,141,0,141
7013356,111,81,15,6,3,0,0,0,171,0,171
7013357,72,39,6,9,3,0,0,0,117,0,117
7013358,81,51,18,18,0,3,0,3,135,0,135
7013359,63,60,3,27,0,3,3,0,138,0,138
7013360,129,111,18,15,0,0,0,0,204,0,204
7013361,87,90,6,12,3,3,3,0,165,0,165
7013362,90,87,21,9,3,3,3,0,165,0,165
7013363,81,84,30,27,0,0,0,0,174,0,174
7013364,126,69,24,27,6,3,3,0,198,0,198
7013365,69,45,6,18,0,3,3,0,114,0,114
7013366,114,69,12,24,3,0,0,0,183,0,183
7013367,105,51,6,18,6,0,0,0,159,0,159
7013368,144,30,9,3,6,0,0,0,171,0,171
7013369,111,15,3,18,0,3,0,3,141,0,141
7013370,150,33,3,21,3,3,3,0,201,0,201
7013371,147,96,9,6,0,0,0,0,201,0,201
7013372,75,54,6,3,0,3,3,0,111,0,111
7013373,72,60,6,6,3,0,0,0,114,0,114
7013374,84,87,6,6,0,3,3,0,141,0,141
7013375,153,99,9,12,3,3,3,0,216,0,216
7013376,63,90,12,6,0,3,0,0,129,0,129
7013377,90,93,21,0,0,3,3,0,165,0,165
7013378,168,129,15,9,0,0,0,0,243,0,243
7013379,117,105,12,6,0,0,0,0,186,0,186
7013380,159,42,27,21,3,3,0,0,207,0,207
7013381,69,21,3,0,0,3,3,0,87,0,87
7013382,195,30,3,0,0,0,0,0,210,0,210
7013383,27,12,0,3,0,0,0,0,36,0,36
7013384,147,15,0,6,0,0,0,0,153,0,153
7013385,180,12,0,6,0,3,3,0,189,0,189
7013386,126,21,0,0,0,3,3,0,135,0,135
7013387,129,6,0,0,0,0,0,0,132,0,132
7013388,243,27,3,6,0,9,6,3,261,0,261
7013389,186,24,3,0,0,0,0,0,189,0,189
7013390,147,15,3,3,0,3,3,0,153,0,153
7013391,156,15,0,0,3,0,0,0,162,0,162
7013392,9,C,C,C,C,C,C,C,6,C,6
7013393,96,6,0,6,0,3,3,0,108,0,108
7013394,150,21,0,3,0,0,0,0,159,0,159
7013395,123,9,0,9,0,0,0,0,138,0,138
7013396,174,0,0,0,0,0,0,0,177,0,177
7013397,123,21,3,6,0,0,0,0,138,0,138
7013398,159,30,3,3,0,3,3,0,180,0,180
7013399,168,9,3,6,0,0,0,0,171,0,171
7013400,102,51,9,3,0,3,0,0,141,0,141
7013401,99,33,6,27,0,0,0,0,138,0,138
7013402,129,15,6,3,0,3,3,0,144,0,144
7013403,165,18,0,18,0,3,0,3,198,0,198
7013404,150,15,0,3,0,0,0,0,153,0,153
7013405,156,18,3,3,0,0,0,0,165,0,165
7013406,147,27,9,9,0,3,3,0,174,0,174
7013407,132,12,3,21,0,3,3,0,153,0,153
7013408,213,33,3,12,6,0,3,0,246,0,246
7013409,90,15,6,3,0,0,0,0,99,0,99
7013410,177,24,9,12,0,3,3,0,198,0,198
7013411,132,42,12,6,0,0,0,0,156,0,156
7013412,99,9,0,0,0,0,0,0,105,0,105
7013413,171,60,3,9,9,6,3,0,222,0,222
7013414,204,105,0,9,0,6,6,0,276,0,276
7013415,102,12,3,3,3,3,3,0,114,0,114
7013416,138,39,3,6,0,6,6,0,159,0,159
7013417,123,6,0,12,0,0,0,0,135,0,135
7013418,87,87,3,3,0,0,0,0,153,0,153
7013419,72,48,12,6,0,0,0,0,111,0,111
7013420,60,57,15,3,0,0,0,0,117,0,117
7013421,66,42,6,6,0,0,0,0,99,0,99
7013422,117,66,0,9,3,0,0,0,165,0,165
7013423,75,51,6,9,0,0,0,0,114,0,114
7013424,72,63,12,0,0,3,3,0,114,0,114
7013425,108,90,3,9,3,0,0,0,180,0,180
7013426,189,72,3,15,0,3,0,0,249,0,249
7013427,144,57,6,6,0,0,0,0,183,0,183
7013428,141,48,0,9,0,6,6,0,168,0,168
7013429,144,99,15,9,3,3,0,3,216,0,216
7013430,129,12,0,6,0,6,6,0,141,0,141
7013431,120,27,6,6,0,0,0,0,132,0,132
7013432,99,21,6,9,3,3,3,0,120,0,120
7013433,165,21,6,21,0,6,3,0,195,0,195
7013434,90,45,3,12,0,0,0,0,126,0,126
7013435,90,24,6,9,0,0,0,0,120,0,120
7013436,117,15,0,6,3,3,0,3,132,0,132
7013437,135,39,3,15,0,3,3,0,171,0,171
7013438,144,12,0,0,0,0,0,0,147,0,147
7013439,141,48,6,3,0,3,3,0,168,0,168
7013440,120,75,24,9,0,0,0,0,177,0,177
7013441,108,36,6,6,3,0,0,0,129,0,129
7013442,141,30,3,6,0,3,0,3,153,0,153
7013443,129,33,6,0,0,3,3,3,141,0,141
7013444,144,18,0,27,0,0,0,0,174,0,174
7013445,105,27,0,3,0,3,3,3,117,0,117
7013446,96,12,0,0,0,0,0,0,102,0,102
7013447,237,12,0,0,3,0,0,0,249,0,249
7013448,84,9,0,0,3,9,9,0,99,0,99
7013449,177,33,3,6,0,0,0,0,201,0,201
7013450,201,18,3,9,3,3,3,0,216,0,216
7013451,153,9,9,0,0,3,3,0,159,0,159
7013452,132,24,0,0,0,0,0,0,150,0,150
7013453,132,27,0,3,0,6,3,6,150,0,150
7013454,162,30,0,9,0,0,0,0,186,0,186
7013455,165,33,6,9,3,3,3,0,204,0,204
7013456,147,33,3,3,6,3,3,0,174,0,174
7013457,135,42,3,0,0,3,3,0,156,0,156
7013458,201,48,0,0,3,9,9,0,237,0,237
7013459,126,36,9,15,3,3,3,0,165,0,165
7013460,132,21,9,3,0,0,0,0,147,0,147
7013461,144,42,3,0,0,3,3,0,159,0,159
7013462,87,30,3,6,3,0,0,0,108,0,108
7013463,69,36,0,3,0,0,0,0,96,0,96
7013464,102,39,0,3,0,0,0,0,117,0,117
7013465,129,87,9,6,3,0,0,0,195,0,195
7013466,138,57,21,6,0,3,3,0,180,0,180
7013467,126,84,9,15,0,3,3,0,195,0,195
7013468,129,90,18,0,0,0,0,0,180,0,180
7013469,96,54,3,6,0,0,0,0,138,0,138
7013470,90,27,0,6,0,6,6,0,114,0,114
7013471,138,30,0,6,0,0,0,0,156,0,156
7013472,144,12,6,15,0,9,9,0,168,0,168
7013473,105,18,0,6,0,3,3,0,120,0,120
7013474,186,36,9,6,0,0,0,0,207,0,207
7013475,231,39,9,15,0,3,0,3,270,0,270
7013476,108,87,9,3,0,3,0,3,180,0,180
7013477,30,15,0,18,0,3,3,0,57,0,57
7013478,84,96,6,9,0,0,0,0,165,0,165
7013479,69,102,12,6,3,9,6,3,159,0,159
7013480,81,48,3,0,0,3,3,0,117,0,117
7013481,108,66,3,9,0,3,0,3,147,0,147
7013482,78,102,9,3,0,0,0,0,159,0,159
7013483,48,135,6,3,0,0,0,0,165,0,165
7013484,66,117,12,6,3,0,0,0,162,0,162
7013485,69,141,9,0,3,0,0,0,183,0,183
7013486,111,177,15,9,0,3,3,0,252,0,252
7013487,60,129,6,3,0,3,3,0,162,0,162
7013488,96,159,3,0,0,0,0,0,204,0,204
7013489,54,111,6,6,0,0,0,0,150,0,150
7013490,84,138,3,3,0,0,0,0,195,0,195
7013491,96,126,15,12,0,3,3,0,195,0,195
7013492,114,138,18,0,0,0,0,0,201,0,201
7013493,129,90,6,3,0,3,3,0,201,0,201
7013494,72,78,3,3,0,3,3,0,126,0,126
7013495,99,54,0,6,0,6,6,0,144,0,144
7013496,123,135,12,6,0,3,3,0,210,0,210
7013497,132,30,0,9,0,3,3,0,150,0,150
7013498,C,C,C,C,C,C,C,C,C,C,0
7013499,138,54,6,0,0,0,3,0,174,0,174
7013500,138,42,9,0,0,0,3,0,156,0,156
7013501,177,21,3,6,0,0,0,0,183,0,183
7013502,129,18,0,3,0,0,0,0,144,0,144
7013503,99,9,0,0,0,3,0,3,105,0,105
7013504,141,12,0,0,0,0,0,0,144,0,144
7013505,126,15,3,3,0,3,3,0,141,0,141
7013506,75,9,6,9,0,0,0,0,87,0,87
7013507,198,27,0,0,0,0,0,0,213,0,213
7013508,141,24,0,6,0,0,0,0,153,0,153
7013509,93,9,0,0,0,3,3,0,96,0,96
7013510,102,15,0,6,0,0,0,0,114,0,114
7013511,66,9,0,9,0,0,0,0,75,0,75
7013512,186,27,3,6,0,6,6,0,201,0,201
7013513,126,12,0,0,0,3,3,0,138,0,138
7013514,96,6,3,0,3,0,0,0,102,0,102
7013515,123,6,0,0,0,3,3,0,126,0,126
7013516,96,15,0,3,0,6,6,0,114,0,114
7013517,117,111,3,3,3,0,0,0,198,0,198
7013518,132,18,6,0,0,3,3,0,150,0,150
7013519,183,15,6,3,0,3,3,0,195,0,195
7013520,129,9,3,3,0,0,0,0,138,0,138
7013521,108,12,3,3,0,3,3,0,114,0,114
7013522,78,36,9,3,0,0,0,0,117,0,117
7013523,171,21,3,3,0,0,0,0,183,0,183
7013524,99,6,3,9,0,0,0,0,117,0,117
7013525,189,9,3,6,0,0,0,0,201,0,201
7013526,108,12,0,3,0,6,3,3,117,0,117
7013527,87,6,0,12,0,0,0,0,102,0,102
7013528,96,6,3,3,0,0,0,0,99,0,99
7013529,144,21,3,6,0,3,3,0,165,0,165
7013530,210,21,0,3,0,6,6,0,225,0,225
7013531,111,18,9,3,0,0,0,0,126,0,126
7013532,162,33,0,3,0,6,6,0,183,0,183
7013533,129,27,0,6,0,0,0,0,138,0,138
7013534,132,12,0,0,0,3,3,0,135,0,135
7013535,111,12,3,6,0,0,0,0,117,0,117
7013536,159,24,0,6,0,9,9,0,177,0,177
7013537,C,C,C,C,C,C,C,C,C,C,3
7013538,24,174,3,0,0,0,0,0,183,0,183
7013539,150,21,3,3,0,3,3,0,168,0,168
7013540,153,21,6,9,0,3,3,0,174,0,174
7013541,114,6,3,0,0,3,3,0,120,0,120
7013542,114,6,0,6,0,6,6,0,126,0,126
7013543,186,18,0,3,0,3,3,0,198,0,198
7013544,180,12,0,9,0,3,3,0,189,0,189
7013545,102,9,3,0,0,0,0,0,105,0,105
7013546,120,12,0,0,0,6,6,0,126,0,126
7013547,108,15,3,9,0,0,0,0,129,0,129
7013548,123,9,0,6,0,3,3,0,132,0,132
7013549,105,9,0,0,0,3,3,0,105,0,105
7013550,132,9,0,3,0,6,6,0,141,0,141
7013551,108,21,24,15,0,6,6,0,153,0,153
7013552,138,33,18,18,0,3,3,0,183,0,183
7013553,114,0,0,12,0,0,0,0,126,0,126
7013554,150,3,3,3,0,0,0,0,153,0,153
7013555,36,9,0,9,0,6,6,0,51,0,51
7013556,69,123,30,15,0,0,0,0,198,0,198
7013557,78,15,0,3,0,0,0,0,84,0,84
7013558,159,6,0,6,0,3,3,0,171,0,171
7013559,123,6,0,3,0,0,0,0,126,0,126
7013560,147,21,9,24,3,3,3,0,189,0,189
7013561,147,15,3,12,0,0,0,0,171,0,171
7013562,114,9,9,12,0,0,0,0,135,0,135
7013563,99,6,18,15,0,0,0,0,132,0,132
7013564,99,9,3,9,0,0,0,0,114,0,114
7013565,132,9,6,42,0,3,3,0,180,0,180
7013566,90,27,9,42,0,0,0,0,147,0,147
7013567,93,33,15,21,0,0,0,0,144,0,144
7013568,105,18,21,18,3,0,0,0,153,0,153
7013569,105,18,0,12,0,0,0,0,120,0,120
7013570,153,15,6,18,0,0,0,0,186,0,186
7013571,90,42,30,30,0,3,3,0,165,0,165
7013572,66,21,27,21,0,0,0,0,117,0,117
7013573,153,69,24,54,0,0,0,0,249,0,249
7013574,210,6,3,57,0,0,0,0,270,0,270
7013575,156,9,3,0,0,0,0,0,165,0,165
7013576,213,12,0,9,0,3,3,0,225,0,225
7013577,90,12,0,9,0,0,0,0,102,0,102
7013578,273,9,0,0,3,0,0,0,273,0,273
7013579,84,24,3,18,0,3,3,0,117,0,117
7013580,99,6,6,3,0,0,0,0,102,0,102
7013581,102,9,6,6,3,0,0,0,114,0,114
7013582,81,0,0,6,0,3,0,0,90,0,90
7013583,126,30,12,9,0,0,0,0,156,0,156
7013584,120,24,6,15,0,0,0,0,150,0,150
7013585,237,60,30,42,0,3,3,0,330,0,330
7013586,69,3,9,9,0,3,3,0,93,0,93
7013587,117,6,0,15,0,3,3,0,132,0,132
7013588,C,C,C,C,C,C,C,C,C,C,0
7013589,102,9,3,3,0,6,6,0,114,0,114
7013590,192,12,0,6,0,3,3,0,204,0,204
7013591,114,15,3,0,0,0,0,0,120,0,120
7013592,102,12,0,3,0,0,0,0,111,0,111
7013593,90,6,3,6,0,6,6,0,102,0,102
7013594,132,6,0,0,0,6,6,0,144,0,144
7013595,93,9,0,0,0,0,0,0,93,0,93
7013596,162,15,3,0,3,3,3,0,168,0,168
7013597,174,21,6,9,0,3,3,0,192,0,192
7013598,153,18,0,3,0,6,6,0,171,0,171
7013599,135,24,3,0,0,3,3,0,135,0,135
7013600,165,15,9,0,0,3,3,0,171,0,171
7013601,204,27,3,3,3,3,3,0,222,0,222
7013602,180,15,0,3,0,3,0,3,183,0,183
7013603,198,24,6,3,0,0,0,0,204,0,204
7013604,87,21,0,3,0,0,0,0,108,0,108
7013605,C,C,C,C,C,C,C,C,C,C,0
7013606,156,12,3,6,0,0,0,0,159,0,159
7013607,93,21,0,0,0,3,3,0,99,0,99
